term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf,dfidf
composed,5,8,5.969400851236562e-06,17.35398243386888,VBD,4,"{'VBD', 'NN', 'JJ', 'NNS'}",0,compos,compos,compos,0.47625134094808075,50.74619519418515
composes,3,8,3.581640510741937e-06,18.090948028035086,VBZ,1,{'VBZ'},0,compos,compos,compos,0.8622119087439901,22.942334267448782
composing,1,9,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,compos,compos,compos,0.11655296386658308,12.471167133724391
composition,1,11,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,composit,composit,composit,0.6235583566862196,12.471167133724391
composting,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,compost,compost,compost,0.3370585711817403,12.471167133724391
composure,5,9,5.969400851236562e-06,17.35398243386888,NN,1,{'NN'},0,composur,composur,compos,0.5733067284369391,50.74619519418515
compound,30,8,3.581640510741937e-05,14.769019933147725,NN,3,"{'NN', 'NNP', 'VB'}",0,compound,compound,compound,1.4961546884015353,214.58674192667004
comprehend,6,10,7.163281021483874e-06,17.090948028035086,VB,2,"{'VB', 'VBP'}",0,comprehend,comprehend,comprehend,0.8144670720232243,59.31722779801941
comprehending,2,13,2.3877603404946244e-06,18.675910528756244,VB,2,"{'VBG', 'VB'}",0,comprehend,comprehend,comprehend,0.6005205016586487,22.942334267448782
comprende,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,comprend,comprend,comprend,0.5886519976516464,22.942334267448782
compressed,3,10,3.581640510741937e-06,18.090948028035086,VBN,2,"{'VBD', 'VBN'}",0,compress,compress,compress,0.5820539288727259,32.65861389900971
compressing,1,11,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,compress,compress,compress,0.3117791783431098,12.471167133724391
compression,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,compress,compress,compress,1.3856852370804877,12.471167133724391
compressor,3,10,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,compressor,compressor,compress,2.7215511582508083,32.65861389900971
comprise,1,8,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,compris,compris,compr,0.6928426185402439,12.471167133724391
compromise,1,10,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,compromis,compromis,comprom,1.2471167133724392,12.471167133724391
compulsion,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,compuls,compuls,compuls,0.6563772175644416,12.471167133724391
compulsively,1,12,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,compuls,compuls,compuls,6.2355835668621955,12.471167133724391
compute,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,comput,comput,comput,0.5938651016059233,12.471167133724391
computer,87,8,0.0001038675748115,13.232967032907515,NN,2,"{'NN', 'NNP'}",0,comput,comput,comput,0.7744134668638974,443.9318881745598
computerized,1,12,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,computer,computer,comput,0.5938651016059233,12.471167133724391
computers,11,9,1.3132681872720436e-05,16.216478910118944,NNS,2,"{'NN', 'NNS'}",0,comput,comput,comput,0.6467292267768469,99.12909066595805
compys,6,6,7.163281021483874e-06,17.090948028035086,NN,3,"{'NN', 'NNP', 'JJ'}",0,compi,compi,compy,3.1619242740394156,22.942334267448782
comrade,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,comrad,comrad,comrad,12.471167133724391,12.471167133724391
comrades,1,8,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,comrad,comrad,comrad,0.36679903334483505,12.471167133724391
comtemplative,1,13,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,comtempl,comtempl,comtempl,2.4942334267448785,12.471167133724391
con,2,3,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,con,con,con,0.38740345144595534,22.942334267448782
conan,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,conan,conan,con,2.4942334267448785,12.471167133724391
conceal,3,7,3.581640510741937e-06,18.090948028035086,VB,1,{'VB'},0,conceal,conceal,cont,0.47213698143777055,32.65861389900971
concealed,4,9,4.775520680989249e-06,17.675910528756244,NNP,3,"{'VBD', 'NNP', 'VBN'}",0,conceal,conceal,cont,0.3464161028282399,41.884668534897564
concealing,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conceal,conceal,cont,0.9593205487480301,12.471167133724391
concealment,2,11,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,conceal,conceal,cont,1.2166389384253142,22.942334267448782
conceals,1,8,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,conceal,conceal,cont,0.7794479458577744,12.471167133724391
conceivably,1,11,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,conceiv,conceiv,conceiv,1.78159530481777,12.471167133724391
conceived,3,9,3.581640510741937e-06,18.090948028035086,VBZ,3,"{'VBD', 'VBZ', 'VBN'}",0,conceiv,conceiv,conceiv,0.9004638400138477,32.65861389900971
concentrate,5,11,5.969400851236562e-06,17.35398243386888,VB,2,"{'NN', 'VB'}",0,concentr,concentr,cont,0.3258296426155407,50.74619519418515
concentrated,3,12,3.581640510741937e-06,18.090948028035086,VBD,3,"{'VBD', 'JJ', 'VBN'}",0,concentr,concentr,cont,0.47753713133712034,32.65861389900971
concentrates,6,12,7.163281021483874e-06,17.090948028035086,VBZ,4,"{'VBD', 'NN', 'VBZ', 'NNS'}",0,concentr,concentr,cont,0.49432672820668155,50.74619519418515
concentrating,2,13,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBG'}",0,concentr,concentr,cont,1.0313987993041667,22.942334267448782
concentration,11,13,1.3132681872720436e-05,16.216478910118944,NN,3,"{'NN', 'JJ', 'VBD'}",0,concentr,concentr,cont,0.7375019358993771,99.12909066595805
concentric,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,concentr,concentr,cont,1.7844037763571277,22.942334267448782
concept,2,7,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,concept,concept,conceiv,0.8342667006345013,22.942334267448782
conception,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,concept,concept,conceiv,0.43004024599049623,12.471167133724391
concered,1,8,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,concer,concer,cont,0.3779141555674058,12.471167133724391
concern,21,7,2.507148357519356e-05,15.283593105977484,NN,1,{'NN'},0,concern,concern,concern,0.5928002169428926,169.65584392985826
concerned,55,9,6.566340936360218e-05,13.894550815231582,NN,7,"{'NN', 'VBD', 'NNP', 'VB', 'RB', 'JJ', 'VBN'}",0,concern,concern,concern,0.6071809288835643,335.96640719085
concerning,3,10,3.581640510741937e-06,18.090948028035086,VBG,1,{'VBG'},0,concern,concern,concern,0.9056329780162237,32.65861389900971
concerns,1,8,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,concern,concern,concern,0.3041748081396193,12.471167133724391
concert,6,7,7.163281021483874e-06,17.090948028035086,NN,1,{'NN'},0,concert,concert,concert,0.8020183989567657,59.31722779801941
conciliatory,2,12,2.3877603404946244e-06,18.675910528756244,JJ,1,{'JJ'},0,conciliatori,conciliatori,cont,0.6771175044212314,22.942334267448782
conciousness,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,concious,concious,cont,1.3856852370804877,12.471167133724391
conclude,4,8,4.775520680989249e-06,17.675910528756244,NNP,2,"{'NNP', 'VB'}",0,conclud,conclud,conclud,1.7841279815199746,32.65861389900971
concluded,2,9,2.3877603404946244e-06,18.675910528756244,VBD,1,{'VBD'},0,conclud,conclud,conclud,3.5847397292888723,22.942334267448782
concludes,8,9,9.551041361978498e-06,16.675910528756244,NNP,4,"{'VBD', 'NNP', 'VBZ', 'VB'}",0,conclud,conclud,conclud,1.722318507257938,75.76933706979513
concluding,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,conclud,conclud,conclud,0.49884668534897564,12.471167133724391
conclusion,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,conclus,conclus,conclud,0.24741733033523194,22.942334267448782
conclusive,1,10,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,conclus,conclus,conclud,0.9593205487480301,12.471167133724391
concoction,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,concoct,concoct,concoct,0.3764895879786467,22.942334267448782
concourse,3,9,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'JJ'}",0,concours,concours,concours,4.872872550010972,32.65861389900971
concquettishly,1,14,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,concquettishli,concquettish,concquet,1.5588958917155489,12.471167133724391
concrete,27,8,3.223476459667743e-05,14.921023026592774,NN,3,"{'NN', 'NNP', 'JJ'}",0,concret,concret,concret,0.515373672769967,189.26891119207767
concussion,9,10,1.074492153222581e-05,16.505985527313932,NNP,2,"{'NN', 'NNP'}",0,concuss,concuss,concuss,0.5847295647555959,83.71117919053872
concussive,2,10,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NNP', 'JJ'}",0,concuss,concuss,concuss,1.5047055653805144,22.942334267448782
condemned,4,9,4.775520680989249e-06,17.675910528756244,VBN,3,"{'VBD', 'VBP', 'VBN'}",0,condemn,condemn,condemn,0.4392934366941743,41.884668534897564
condemning,1,10,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,condemn,condemn,condemn,0.5938651016059233,12.471167133724391
condensation,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,condens,condens,condens,0.17815953048177702,12.471167133724391
condensers,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,condens,condens,condens,0.6928426185402439,12.471167133724391
condenses,2,9,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,condens,condens,condens,0.7821250318448449,22.942334267448782
condescending,3,13,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,condescend,condescend,condescend,1.7884479039933885,32.65861389900971
condescendingly,2,15,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,condescendingli,condescend,condescend,0.645253151271997,22.942334267448782
condiments,3,10,3.581640510741937e-06,18.090948028035086,NNS,1,{'NNS'},0,condiment,condiment,condy,0.6008706593855633,22.942334267448782
condition,15,9,1.7908202553709684e-05,15.769019933147725,NN,2,"{'NN', 'VBZ'}",0,condit,condit,condit,0.6725056578765874,114.0194564025829
conditioner,3,11,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,condition,condition,condit,0.4728825479949202,32.65861389900971
conditioning,5,12,5.969400851236562e-06,17.35398243386888,NN,3,"{'NN', 'VBZ', 'VBG'}",0,condit,condit,condit,0.8299262961756831,41.884668534897564
conditions,3,10,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,condit,condit,condit,0.5651650297976775,32.65861389900971
condo,4,5,4.775520680989249e-06,17.675910528756244,NNP,2,"{'NN', 'NNP'}",0,condo,condo,condo,0.365653024456168,22.942334267448782
condolence,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,condol,condol,condol,0.36679903334483505,12.471167133724391
condom,9,6,1.074492153222581e-05,16.505985527313932,NN,2,"{'NN', 'NNP'}",0,condom,condom,condom,1.7161989897092707,67.6466854816675
condoms,3,7,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNS'}",0,condom,condom,condom,1.1555204988183911,22.942334267448782
condone,1,7,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,condon,condon,condon,0.6928426185402439,12.471167133724391
condor,4,6,4.775520680989249e-06,17.675910528756244,NNP,2,"{'NN', 'NNP'}",0,condor,condor,cond,4.144836990432571,41.884668534897564
condors,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,condor,condor,cond,4.157055711241464,12.471167133724391
conduct,3,7,3.581640510741937e-06,18.090948028035086,VB,2,"{'NN', 'VB'}",0,conduct,conduct,conduc,1.0999187220769446,32.65861389900971
conducting,2,10,2.3877603404946244e-06,18.675910528756244,VBG,1,{'VBG'},0,conduct,conduct,conduc,0.5224962255526637,22.942334267448782
conduit,8,7,9.551041361978498e-06,16.675910528756244,NN,1,{'NN'},0,conduit,conduit,conduit,1.1256914862283751,75.76933706979513
conduits,6,8,7.163281021483874e-06,17.090948028035086,NNS,2,"{'NN', 'NNS'}",0,conduit,conduit,conduit,0.7445265520122777,59.31722779801941
cone,8,4,9.551041361978498e-06,16.675910528756244,NN,3,"{'NN', 'NNP', 'VBD'}",0,cone,cone,con,1.0077111741980673,50.74619519418515
cones,2,5,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,cone,cone,con,1.8640646592302135,22.942334267448782
confer,3,6,3.581640510741937e-06,18.090948028035086,VBP,3,"{'NN', 'VB', 'VBP'}",0,confer,confer,conf,1.2065238019181475,32.65861389900971
conference,10,10,1.1938801702473123e-05,16.35398243386888,NN,2,"{'NN', 'NNP'}",0,confer,confer,conf,0.8014644025618045,75.76933706979513
conferences,1,11,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,confer,confer,conf,0.5668712333511087,12.471167133724391
conferring,4,10,4.775520680989249e-06,17.675910528756244,VBG,2,"{'NN', 'VBG'}",0,confer,confer,confer,0.401627075290359,41.884668534897564
confess,2,7,2.3877603404946244e-06,18.675910528756244,VB,1,{'VB'},0,confess,confess,confess,0.26238646662197174,22.942334267448782
confession,6,10,7.163281021483874e-06,17.090948028035086,NN,2,"{'NN', 'VB'}",0,confess,confess,confess,1.031033807119952,50.74619519418515
confessional,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,confession,confession,confess,0.6928426185402439,12.471167133724391
confessions,2,11,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NNP', 'NNS'}",0,confess,confess,confess,0.3960283891404849,22.942334267448782
confidence,5,10,5.969400851236562e-06,17.35398243386888,NN,1,{'NN'},0,confid,confid,confid,0.976796050236459,50.74619519418515
confident,11,9,1.3132681872720436e-05,16.216478910118944,NN,3,"{'NN', 'RB', 'JJ'}",0,confid,confid,confid,1.3211898582405108,91.4923903883703
confidential,3,12,3.581640510741937e-06,18.090948028035086,NNP,2,"{'NNP', 'JJ'}",0,confidenti,confidenti,confid,0.46042519162095924,32.65861389900971
confidentially,1,14,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,confidenti,confidenti,confid,0.23983013718700752,12.471167133724391
confidently,4,11,4.775520680989249e-06,17.675910528756244,RB,2,"{'RB', 'VB'}",0,confid,confid,confid,1.2035042744605307,41.884668534897564
configurations,1,14,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,configur,configur,config,0.6563772175644416,12.471167133724391
confined,5,8,5.969400851236562e-06,17.35398243386888,JJ,2,"{'JJ', 'VBN'}",0,confin,confin,confin,0.8370520727450963,50.74619519418515
confinement,5,11,5.969400851236562e-06,17.35398243386888,NN,1,{'NN'},0,confin,confin,confin,0.6453404573854558,50.74619519418515
confines,1,8,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,confin,confin,confin,0.28343561667555434,12.471167133724391
confirm,4,7,4.775520680989249e-06,17.675910528756244,VB,2,"{'VB', 'VBP'}",0,confirm,confirm,confirm,0.5772990288748945,41.884668534897564
confirmation,3,12,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNS'}",0,confirm,confirm,confirm,0.7362102374701974,32.65861389900971
confirmed,7,9,8.357161191731187e-06,16.86855560669864,VBD,5,"{'NN', 'VBD', 'VBP', 'JJ', 'VBN'}",0,confirm,confirm,confirm,0.4835475457191634,67.6466854816675
confirming,4,10,4.775520680989249e-06,17.675910528756244,NNP,3,"{'NNP', 'VBG', 'NNS'}",0,confirm,confirm,confirm,1.0559075401018223,41.884668534897564
confirms,3,8,3.581640510741937e-06,18.090948028035086,VBZ,1,{'VBZ'},0,confirm,confirm,confirm,0.6805772598466238,32.65861389900971
confiscated,2,11,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBD'}",0,confisc,confisc,confisc,0.8193690809803136,22.942334267448782
conflagration,3,13,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNP'}",0,conflagr,conflagr,conflagr,1.5695718320070802,32.65861389900971
conflict,4,8,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,conflict,conflict,conflict,0.3793829821476271,41.884668534897564
conflicted,4,10,4.775520680989249e-06,17.675910528756244,NN,3,"{'NN', 'VB', 'JJ'}",0,conflict,conflict,conflict,1.1564929599305434,41.884668534897564
confluence,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,confluenc,confluenc,conflu,0.2135421350045219,22.942334267448782
conformists,1,11,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,conformist,conformist,conform,1.039263927810366,12.471167133724391
conformity,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conform,conform,conform,0.3370585711817403,12.471167133724391
confounded,3,10,3.581640510741937e-06,18.090948028035086,VBD,2,"{'VBD', 'NN'}",0,confound,confound,confound,0.6148689653825902,32.65861389900971
confounding,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,confound,confound,confound,0.3897239729288872,12.471167133724391
confront,8,8,9.551041361978498e-06,16.675910528756244,VB,3,"{'NN', 'VB', 'VBP'}",0,confront,confront,confront,0.7274332045541765,75.76933706979513
confrontation,2,13,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,confront,confront,confront,0.31904183590670965,22.942334267448782
confrontational,1,15,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,confront,confront,confront,2.078527855620732,12.471167133724391
confronted,3,10,3.581640510741937e-06,18.090948028035086,VBN,2,"{'VBD', 'VBN'}",0,confront,confront,confront,1.4185054521792093,32.65861389900971
confronting,2,11,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBG'}",0,confront,confront,confront,0.45406703237659046,22.942334267448782
confronts,2,9,2.3877603404946244e-06,18.675910528756244,VBZ,2,"{'VBZ', 'NNS'}",0,confront,confront,confront,1.672878540334807,22.942334267448782
confues,1,7,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,confu,confu,confu,0.9593205487480301,12.471167133724391
confuse,1,7,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,confus,confus,confus,0.21879240585481385,12.471167133724391
confused,96,8,0.0001146124963437,13.090948028035086,NN,8,"{'NN', 'VBD', 'NNP', 'VB', 'RB', 'JJ', 'NNS', 'VBN'}",0,confus,confus,confus,0.5250200681617927,533.5935995454615
confusedly,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,confusedli,confus,confus,4.157055711241464,12.471167133724391
confusing,3,9,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'VBG'}",0,confus,confus,confus,0.47807725024603726,32.65861389900971
confusion,30,9,3.581640510741937e-05,14.769019933147725,NN,4,"{'NN', 'NNP', 'VBP', 'VBD'}",0,confus,confus,confus,0.8896463837855543,214.58674192667004
congenial,2,9,2.3877603404946244e-06,18.675910528756244,JJ,1,{'JJ'},0,congeni,congeni,cong,1.618914716453039,22.942334267448782
congested,2,9,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NNP', 'VBN'}",0,congest,congest,congest,0.7585771814237098,22.942334267448782
congratulate,1,12,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,congratul,congratul,congrat,0.7335980666896701,12.471167133724391
congratulated,1,13,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,congratul,congratul,congrat,0.23530504025895077,12.471167133724391
congratulating,1,14,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,congratul,congratul,congrat,0.12347690231410288,12.471167133724391
congratulations,11,15,1.3132681872720436e-05,16.216478910118944,NNP,3,"{'NN', 'NNP', 'NNS'}",0,congratul,congratul,congrat,0.43624956084944555,99.12909066595805
congregation,8,12,9.551041361978498e-06,16.675910528756244,NNP,2,"{'NN', 'NNP'}",0,congreg,congreg,congreg,1.7660618241088066,59.31722779801941
congress,2,8,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,congress,congress,congress,0.6005205016586487,22.942334267448782
conical,2,7,2.3877603404946244e-06,18.675910528756244,JJ,1,{'JJ'},0,conic,conic,con,0.8798906608254504,22.942334267448782
conifers,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conif,conif,con,0.13409857133036981,12.471167133724391
conincidence,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conincid,conincid,conincid,0.2445326888965567,12.471167133724391
connect,12,7,1.4326562042967747e-05,16.090948028035086,VB,3,"{'NN', 'VB', 'VBP'}",0,connect,connect,connect,0.5006407203669995,106.63445559603882
connected,15,9,1.7908202553709684e-05,15.769019933147725,VBN,3,"{'VBD', 'JJ', 'VBN'}",0,connect,connect,connect,1.012750808734284,121.29337096333502
connecticut,1,11,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,connecticut,connecticut,connecticut,1.78159530481777,12.471167133724391
connecting,10,10,1.1938801702473123e-05,16.35398243386888,VBG,2,"{'NN', 'VBG'}",0,connect,connect,connect,0.7750035818610597,91.4923903883703
connection,24,10,2.865312408593549e-05,15.090948028035086,NN,2,"{'NN', 'NNP'}",0,connect,connect,connect,0.8904941376762227,189.26891119207767
connections,4,11,4.775520680989249e-06,17.675910528756244,NNS,3,"{'NN', 'JJ', 'NNS'}",0,connect,connect,connect,1.2535357559988887,41.884668534897564
connector,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,connector,connector,connect,2.0627975986083333,22.942334267448782
connects,17,8,2.029596289420431e-05,15.588447687505903,VBZ,4,"{'NNP', 'VBZ', 'VB', 'NNS'}",0,connect,connect,connect,0.48224133994289653,135.53867413959026
connie,2,6,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,conni,conni,conny,0.6741171423634806,12.471167133724391
conquer,3,7,3.581640510741937e-06,18.090948028035086,VBZ,3,"{'NN', 'VBZ', 'VB'}",0,conquer,conquer,conqu,0.5444275146132409,32.65861389900971
conqueror,1,9,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,conqueror,conqueror,conqu,0.6563772175644416,12.471167133724391
cons,1,4,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,con,con,con,0.1889570777837029,12.471167133724391
conscience,7,10,8.357161191731187e-06,16.86855560669864,NN,1,{'NN'},0,conscienc,conscienc,conscy,0.8300716485365444,67.6466854816675
conscious,24,9,2.865312408593549e-05,15.090948028035086,JJ,4,"{'NN', 'VBZ', 'JJ', 'VB'}",0,consciou,conscious,conscy,0.8132393522992414,169.65584392985826
consciously,9,11,1.074492153222581e-05,16.505985527313932,RB,3,"{'RB', 'NN', 'VBP'}",0,conscious,conscious,conscy,0.43885591711022903,83.71117919053872
consciousness,5,13,5.969400851236562e-06,17.35398243386888,NN,2,"{'NN', 'NNS'}",0,conscious,conscious,conscy,2.311088364218041,50.74619519418515
conscripted,1,11,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,conscript,conscript,conscrib,0.6563772175644416,12.471167133724391
consensus,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consensu,consensus,consens,0.7335980666896701,12.471167133724391
consent,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consent,consent,cons,0.6235583566862196,12.471167133724391
consequential,1,13,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,consequenti,consequenti,consequ,0.35631906096355404,12.471167133724391
conservative,4,12,4.775520680989249e-06,17.675910528756244,JJ,1,{'JJ'},0,conserv,conserv,conserv,0.44006272614117486,41.884668534897564
conservatively,1,14,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,conserv,conserv,conserv,0.3281886087822208,12.471167133724391
conservatory,2,12,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NN', 'NNP'}",0,conservatori,conservatori,conserv,1.646324912710445,22.942334267448782
conserving,1,10,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,conserv,conserv,conserv,0.09376817393777737,12.471167133724391
consider,24,8,2.865312408593549e-05,15.090948028035086,VB,3,"{'NNP', 'VB', 'VBP'}",0,consid,consid,consid,0.6715183405639654,176.2581813319161
considerable,1,12,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,consider,consider,consid,0.8314111422482927,12.471167133724391
considerably,3,12,3.581640510741937e-06,18.090948028035086,RB,2,"{'RB', 'NNS'}",0,consider,consider,consid,0.5063429130227122,32.65861389900971
considerate,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consider,consider,consid,1.5588958917155489,12.471167133724391
consideration,4,13,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,consider,consider,consid,0.5039445321350375,41.884668534897564
considerations,2,14,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,consider,consider,consid,0.6631768499184414,22.942334267448782
considered,13,10,1.552044221321506e-05,15.975470810615152,VBN,2,"{'VBD', 'VBN'}",0,consid,consid,consid,0.5770673321354528,114.0194564025829
considering,18,11,2.148984306445162e-05,15.50598552731393,VBG,3,"{'NN', 'VBG', 'JJ'}",0,consid,consid,consid,0.6255237626696788,142.52297297205888
considers,52,9,6.208176885286023e-05,13.975470810615152,NNS,5,"{'NN', 'VBD', 'NNP', 'VBZ', 'NNS'}",0,consid,consid,consid,0.6566230273258626,325.07917925619745
consist,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consist,consist,consist,0.890797652408885,12.471167133724391
consistent,3,10,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'JJ'}",0,consist,consist,consist,0.8731227922227106,32.65861389900971
consistently,1,12,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,consist,consist,consist,1.3856852370804877,12.471167133724391
consisting,3,10,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'VBG'}",0,consist,consist,consist,1.412614648806372,32.65861389900971
consists,5,8,5.969400851236562e-06,17.35398243386888,VBZ,1,{'VBZ'},0,consist,consist,consist,0.31260673125448396,50.74619519418515
consolation,2,11,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,consol,consol,consol,0.9832428971763764,22.942334267448782
console,56,7,6.685728953384949e-05,13.86855560669864,NN,5,"{'NN', 'NNP', 'VB', 'VBP', 'JJ'}",0,consol,consol,consol,0.9473496372937787,302.9308022979586
consoles,5,8,5.969400851236562e-06,17.35398243386888,NN,3,"{'NN', 'VBZ', 'NNS'}",0,consol,consol,consol,1.121249265242948,50.74619519418515
consoling,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consol,consol,consol,0.8314111422482927,12.471167133724391
consolingly,1,11,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,consolingli,consol,consol,2.078527855620732,12.471167133724391
conspicuous,1,11,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,conspicu,conspicu,conspicu,6.2355835668621955,12.471167133724391
conspicuously,1,13,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conspicu,conspicu,conspicu,0.40229571399110936,12.471167133724391
conspiracies,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conspiraci,conspiraci,conspir,2.078527855620732,12.471167133724391
